"Date","AveragePrice","TotalVolume","TotalRevenue","TotRevSmallHass","TotRevLargeHass","TotRevXLHass","SmallHass","LargeHass","XLHass","TotalBags","SmallBags","LargeBags","XLBags","Type","Year","Region","CityUsed","State","Country","Latitude","Longitude"
"2015-06-14",0.88,389599.87,342847.8856,128420.8552,141873.38,3316.6232,145932.79,161219.75,3768.89,78678.44,45747.4,32931.04,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-06-07",1.02,335693.08,342406.9416,149717.9664,114863.3424,5338.935,146782.32,112611.12,5234.25,71065.39,47209.35,23856.04,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-05-31",1.03,285741.48,294313.7244,138297.1421,87387.0746,8501.6097,134269.07,84841.82,8253.99,58376.6,41385.11,16991.49,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-05-24",0.98,293059.1,287197.918,149811.6298,82179.9384,4474.7094,152869.01,83857.08,4566.03,51766.98,40849.99,10916.99,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-05-17",0.95,279843.22,265851.059,137095.9155,79969.9835,3428.9015,144311.49,84178.93,3609.37,47743.43,34337.21,13406.22,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-05-10",0.98,325085.14,318583.4372,145092.2634,114759.617,4180.8662,148053.33,117101.65,4266.19,55663.97,36501.34,19162.63,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-05-03",0.94,406840.38,382429.9572,137304.0234,177221.819,5734.9494,146068.11,188533.85,6101.01,66137.41,37775.36,28362.05,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-04-26",0.88,334718.74,294552.4912,117310.776,116989.4176,4428.2568,133307.7,132942.52,5032.11,63436.41,39250.19,24170.94,15.28,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-04-19",0.82,336520.6,275946.892,169530.9164,54535.2316,6247.3258,206745.02,66506.38,7618.69,55650.51,34413.09,21237.42,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-04-12",0.76,369817.99,281061.6724,186480.3868,52808.3416,3214.7164,245368.93,69484.66,4229.89,50734.51,32104.77,18629.74,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-04-05",0.81,360356.29,291888.5949,183557.8098,62044.2423,5017.3911,226614.58,76597.83,6194.31,50949.57,38773.41,12176.16,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-03-29",0.84,354048.59,297400.8156,163161.9108,87882.0348,6269.2812,194240.37,104621.47,7463.43,47723.32,39098.87,8624.45,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-03-22",0.9,311228.44,280105.596,136437.318,103598.316,5115.609,151597.02,115109.24,5684.01,38838.17,38187.21,650.96,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-03-15",1.07,261650.41,279965.9387,119969.0955,115929.2356,6310.6032,112120.65,108345.08,5897.76,35286.92,34915.51,371.41,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-03-08",1.01,291046.81,293957.2781,116016.781,133598.659,5392.7334,114868.1,132275.9,5339.34,38563.47,38263.99,299.48,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-03-01",1.05,293036.34,307688.157,97471.2375,158721.9375,13062.5985,92829.75,151163.75,12440.57,36602.27,35745.05,857.22,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-02-22",1.16,242732.32,281569.4912,114456.0864,119556.908,5488.946,98669.04,103066.3,4731.85,36265.13,36112.87,152.26,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-02-15",1.12,255465.26,286121.0912,113527.3888,125136.5248,4333.5264,101363.74,111729.04,3869.22,38503.26,38196.57,306.69,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-02-08",1.01,318770.67,321958.3767,109341.4688,163814.1725,4656.9686,108258.88,162192.25,4610.86,43708.68,42743.96,964.72,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-02-01",0.94,370223.11,348009.7234,135793.9604,173953.8526,3999.841,144461.66,185057.29,4255.15,36449.01,35205.21,1243.8,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-01-25",1.06,249509.99,264480.5894,121459.7502,104873.4002,4107.2668,114584.67,98937.17,3874.78,32113.37,31833.66,279.71,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-01-18",1.06,233186.09,247177.2554,106203.4776,100626.5314,5181.1634,100191.96,94930.69,4887.89,33175.55,32897.59,277.96,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-01-11",0.93,274481.48,255267.7764,117265.6065,94537.4667,8920.4484,126092.05,101653.19,9591.88,37144.36,36874.44,269.92,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-01-04",0.8,317861.35,254289.08,107202.456,96502.696,3672.984,134003.07,120628.37,4591.23,58638.68,58126.59,512.09,0,"conventional",2015,"LasVegas","LasVegas","NV","USA",36.114647,-115.172813
"2015-12-27",0.8,2326942.14,1861553.712,781586.064,364162.736,68961.688,976982.58,455203.42,86202.11,808554.03,722787.61,74359.03,11407.39,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-12-20",0.85,2149872.45,1827391.5825,739993.935,337038.311,81695.115,870581.1,396515.66,96111.9,786663.79,681332.22,94921.87,10409.7,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-12-13",0.74,2690296.07,1990819.0918,793525.273,337529.2144,50301.537,1072331.45,456120.56,67975.05,1093869.01,962784.81,123270.26,7813.94,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-12-06",0.66,3048290.53,2011871.7498,794793.3774,450576.7332,42720.6978,1204232.39,682692.02,64728.33,1096637.79,997845.83,92324.72,6467.24,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-11-29",0.83,2156008.93,1789487.4119,691778.5313,416384.0001,58883.2046,833468.11,501667.47,70943.62,749929.73,681435.37,61342.99,7151.37,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-11-22",0.81,2268076.38,1837141.8678,717724.5246,452225.2032,61530.2082,886079.66,558302.72,75963.22,747730.78,676325.88,64489.99,6914.91,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-11-15",0.74,2828361.9,2092987.806,948220.3934,489832.825,52343.5004,1281378.91,661936.25,70734.46,814312.28,763322.82,44152.29,6837.17,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-11-08",0.84,2621078.31,2201705.7804,1104479.3508,590387.2548,63323.4924,1314856.37,702841.97,75385.11,527994.86,492713.56,29335.02,5946.28,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-11-01",0.89,2617806.65,2329847.9185,1097016.8836,814105.5259,66084.8229,1232603.24,914725.31,74252.61,396225.49,378048.56,13371.54,4805.39,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-10-25",0.95,2327634.45,2211252.7275,925539.039,879041.004,74835.49,974251.62,925306.32,78774.2,349302.31,341731.29,3774.75,3796.27,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-10-18",0.89,2661345.12,2368597.1568,930779.088,1041084.7624,69690.1506,1045819.2,1169758.16,78303.54,367464.22,358998.74,6303.21,2162.27,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-10-11",0.92,2591981.76,2384623.2192,933231.992,1109109.4132,68873.4264,1014382.6,1205553.71,74862.42,297183.03,280841.88,13203.35,3137.8,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-10-04",0.98,2278629.09,2233056.5082,782085.5602,1098157.9826,84949.585,798046.49,1120569.37,86683.25,273329.98,251924.68,17899.44,3505.86,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-09-27",0.9,2674658.54,2407192.686,903986.595,1175228.865,73678.176,1004429.55,1305809.85,81864.64,282554.5,268104.31,9642.69,4807.5,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-09-20",0.99,2392448.9,2368524.411,1013875.9686,938086.8651,117519.0093,1024117.14,947562.49,118706.07,302063.2,284791.57,12275.43,4996.2,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-09-13",0.98,2549512.5,2498522.25,1054525.7758,1057712.432,95265.9274,1076046.71,1079298.4,97210.13,296957.26,226956.87,64067.31,5933.08,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-09-06",0.92,2983163.34,2744510.2728,1664963.8176,679823.3372,83374.7148,1809743.28,738938.41,90624.69,343856.96,312763.93,26701.71,4391.32,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-08-30",0.9,3037663.98,2733897.582,1875825.495,452770.029,77916.933,2084250.55,503077.81,86574.37,363761.25,357387.32,3503.63,2870.3,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-08-23",1.03,2604991.25,2683140.9875,1738254.5019,554150.4442,95013.3182,1687625.73,538010.14,92245.94,287109.44,279700.22,3994.61,3414.61,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-08-16",0.93,2943218.77,2737193.4561,1897811.4936,480548.2236,74298.1836,2040657.52,516718.52,79890.52,305952.21,301831.12,760.09,3361,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-08-09",0.94,3371114.14,3168847.2916,2046285.7368,764483.9238,65018.2678,2176899.72,813280.77,69168.37,311765.28,304882.47,4251.42,2631.39,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-08-02",1,2742211.46,2742211.46,1883744.01,503247.72,58532.61,1883744.01,503247.72,58532.61,296687.12,291524.01,2991.1,2172.01,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-07-26",0.95,2893887.74,2749193.353,1949498.42,418392.92,75504.6605,2052103.6,440413.6,79478.59,321891.95,316322.88,2936.81,2632.26,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-07-19",1.02,2614726.11,2667020.6322,1837320.6144,425635.3512,90990.6198,1801294.72,417289.56,89206.49,306935.34,290890.18,13264.37,2780.79,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-07-12",1.03,2652480.7,2732055.121,1758770.6084,565173.8441,85900.4035,1707544.28,548712.47,83398.45,312825.5,298568.77,11398.26,2858.47,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-07-05",0.96,3435374.51,3297959.5296,2278561.1136,541999.9008,95133.2256,2373501.16,564583.23,99097.11,398193.01,377663.89,17234.66,3294.46,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-06-28",0.94,2921148.91,2745879.9754,1948692.709,394047.1164,71213.9582,2073077.35,419199.06,75759.53,353112.97,336537.82,13953.67,2621.48,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-06-21",0.91,3040023.34,2766421.2394,1941591.4063,430698.8686,72450.6237,2133616.93,473295.46,79616.07,353494.88,334560.23,15484.32,3450.33,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-06-14",0.79,3689140.93,2914421.3347,2170333.5751,393324.2994,54949.2558,2747257.69,497878.86,69556.02,374448.36,357012.13,14619.41,2816.82,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-06-07",0.84,3261844.41,2739949.3044,1979602.1028,376111.596,60232.8216,2356669.17,447751.9,71705.74,385717.6,367627.51,14651.88,3438.21,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-05-31",0.85,3196936.02,2717395.617,2001768.785,387094.641,65093.221,2355022.1,455405.46,76580.26,309928.2,292423.13,14480.99,3024.08,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-05-24",0.97,2853904.6,2768287.462,1952799.9066,451636.0643,71212.1814,2013195.78,465604.19,73414.62,301690.01,283662.09,14885.79,3142.13,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-05-17",0.98,2557700.83,2506546.8134,1781382.2208,382496.3324,53693.5238,1817736.96,390302.38,54789.31,294872.18,280916.4,11067.18,2888.6,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-05-10",0.78,3553642.53,2771841.1734,2140298.5032,304903.4352,46981.1862,2743972.44,390901.84,60232.29,358535.96,345073.29,10675.7,2786.97,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-05-03",0.78,4015563.02,3132139.1556,2272957.0032,522725.892,48024.1944,2914047.44,670161.4,61569.48,369784.7,356360.42,11566.37,1857.91,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-04-26",1.02,2355703.98,2402818.0596,1599296.2806,436443.4956,63737.0256,1567937.53,427885.78,62487.28,297393.39,280321.62,15427.14,1644.63,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-04-19",0.93,2901188.07,2698104.9051,1886993.4918,453367.095,54333.8364,2029025.26,487491.5,58423.48,326247.83,279355.95,45364.01,1527.87,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-04-12",0.93,2799667.4,2603690.682,1691539.0467,538866.3288,60186.252,1818859.19,579426.16,64716.4,336665.65,284383.05,50472.61,1809.99,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-04-05",1.01,2603114.56,2629145.7056,1770987.0957,495608.3938,74705.0136,1753452.57,490701.38,73965.36,284995.25,245998.59,36929.22,2067.44,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-03-29",1,2566690.28,2566690.28,1672623.8,535932.2,69022.84,1672623.8,535932.2,69022.84,289111.44,250801.63,36844.97,1464.84,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-03-22",1.01,2466735.33,2491402.6833,1437717.7189,686493.7781,69293.5144,1423482.89,679696.81,68607.44,294948.19,275797.37,17691.29,1459.53,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-03-15",0.94,2690257.2,2528841.768,1731258.395,418828.468,66620.4132,1841764.25,445562.2,70872.78,332057.97,313898.03,16220.47,1939.47,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-03-08",0.86,2797745.89,2406061.4654,1724972.2706,344554.2012,53808.136,2005781.71,400644.42,62567.6,328752.16,311497.6,15650.13,1604.43,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-03-01",0.75,3094278.93,2320709.1975,1609079.2725,444147.2175,46397.955,2145439.03,592196.29,61863.94,294779.67,269524.6,23570.43,1684.64,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-02-22",0.83,2954705.54,2452405.5982,1701834.3821,419631.5328,51105.8224,2050402.87,505580.16,61573.28,337149.23,309850.06,25218.02,2081.15,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-02-15",0.83,2926435.94,2428941.8302,1781821.9718,338968.4642,51884.8189,2146773.46,408395.74,62511.83,308754.91,271596.41,35034.18,2124.32,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-02-08",0.9,2641032.65,2376929.385,1506083.238,524012.616,52394.634,1673425.82,582236.24,58216.26,327154.33,280560.62,44327.49,2266.22,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-02-01",0.74,4031949.04,2983642.2896,2050285.6398,632458.1976,47685.378,2770656.27,854673.24,64439.7,342179.83,308754.64,31108.07,2317.12,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-01-25",0.96,2329987.29,2236787.7984,1457670.1056,438300.048,58485.5328,1518406.36,456562.55,60922.43,294095.95,255279.65,36398.19,2418.11,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-01-18",0.89,2800679.5,2492604.755,1713261.8459,468235.052,52834.1647,1925013.31,526106.8,59364.23,290195.16,260857.96,26671.18,2666.02,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-01-11",0.85,2713699.6,2306644.66,1518377.6525,524648.3815,50058.9735,1786326.65,617233.39,58892.91,251246.65,222971.68,25111.74,3163.23,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-01-04",0.85,2682159.95,2279835.9575,1562299.7025,445765.8995,54591.913,1837999.65,524430.47,64225.78,255504.05,215571.8,36981.72,2950.53,"conventional",2015,"LosAngeles","LosAngeles","CA","USA",34.052235,-118.243683
"2015-12-27",1.04,61654.94,64121.1376,1432.7352,39270.6184,3332.1704,1377.63,37760.21,3204.01,19313.09,11289.8,7288.66,734.63,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-12-20",1.05,56443.43,59265.6015,1789.158,32489.373,2682.3405,1703.96,30942.26,2554.61,21242.6,11290.59,9360.13,591.88,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-12-13",0.91,76543.82,69654.8762,1665.9279,43111.6413,1468.4033,1830.69,47375.43,1613.63,25724.07,11718.37,13677.35,328.35,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-12-06",0.83,103277.35,85720.2005,1815.1104,54484.8022,3821.3283,2186.88,65644.34,4604.01,30842.12,10619.03,19216.17,1006.92,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-11-29",0.97,58667.71,56907.6787,1251.4067,32999.0314,2272.6615,1290.11,34019.62,2342.95,21015.03,10740.29,9710.74,564,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-11-22",1.01,60971.36,61581.0736,1333.0283,33495.7309,3400.9831,1319.83,33164.09,3367.31,23120.13,12082.22,10219.32,818.59,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-11-15",1.04,58816.5,61169.16,1429.8024,35223.708,1858.9688,1374.81,33868.95,1787.47,21785.27,12910.54,8473.25,401.48,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-11-08",0.93,86929.62,80844.5466,1909.1877,48819.5037,6239.3886,2052.89,52494.09,6709.02,25673.62,10817.81,12978.02,1877.79,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-11-01",0.89,103768.67,92354.1163,3064.2878,53884.7296,4847.2604,3443.02,60544.64,5446.36,34334.65,11070.08,21945.2,1319.37,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-10-25",1.06,64602.5,68478.65,2153.7398,38637.2756,4375.0758,2031.83,36450.26,4127.43,21992.98,11226.36,9879.33,887.29,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-10-18",1.03,74092.73,76315.5119,1825.7265,47829.5126,3029.3227,1772.55,46436.42,2941.09,22942.67,12347.11,10100.74,494.82,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-10-11",1.03,74536.59,76772.6877,2121.8309,46289.7347,5020.0243,2060.03,44941.49,4873.81,22661.26,11836.73,10132.33,692.2,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-10-04",1.11,63157.22,70104.5142,1771.9818,44067.8103,4660.779,1596.38,39700.73,4198.9,17661.21,10607.98,6299.47,753.76,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-09-27",1.18,60980.52,71957.0136,1718.4104,47616.0798,4961.9236,1456.28,40352.61,4205.02,14966.61,8797.15,5225.48,943.98,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-09-20",1.05,71064.71,74617.9455,1727.6805,42193.746,7659.603,1645.41,40184.52,7294.86,21939.92,9084.99,10942.97,1911.96,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-09-13",0.98,85919.67,84201.2766,1695.5666,55629.7784,5315.6768,1730.17,56765.08,5424.16,22000.26,9468.95,11295.37,1235.94,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-09-06",0.98,98154.04,96190.9592,2144.9358,63814.023,3221.3482,2188.71,65116.35,3287.09,27561.89,10648.23,16180.34,733.32,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-08-30",1.13,70164.74,79286.1562,5547.8367,45626.0778,6737.4555,4909.59,40377.06,5962.35,18915.74,10816.15,6584.54,1515.05,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-08-23",1.15,65333.2,75133.18,2998.349,45922.812,2270.376,2607.26,39932.88,1974.24,20818.82,10968.34,9442.4,408.08,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-08-16",1.09,78926.9,86030.321,5505.9279,49405.1002,8447.8706,5051.31,45325.78,7750.34,20799.47,11076,7718.56,2004.91,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-08-09",1.08,83592.89,90280.3212,3404.4084,56973.6936,4347.9072,3152.23,52753.42,4025.84,23661.4,12114.64,10835.71,711.05,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-08-02",0.93,91136.65,84757.0845,1991.9298,55339.9197,3410.1984,2141.86,59505.29,3666.88,25822.62,11522.64,13604.5,695.48,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-07-26",0.88,99545.41,87599.9608,1729.508,56343.3112,1810.9256,1965.35,64026.49,2057.87,31495.7,13129.21,17841.09,525.4,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-07-19",1.08,77503.36,83703.6288,6277.6836,48318.8976,5329.7892,5812.67,44739.72,4934.99,22015.98,13721.17,7346.56,948.25,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-07-12",1.13,72693.94,82144.1522,2318.647,49020.9707,1897.2474,2051.9,43381.39,1678.98,25581.67,13950.77,11355.84,275.06,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-07-05",1.15,81748.59,94010.8785,2240.9475,56717.4365,3686.4975,1948.65,49319.51,3205.65,27274.78,16460.65,10376.77,437.36,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-06-28",1.15,69230.74,79615.351,2632.603,47398.906,1219.92,2289.22,41216.44,1060.8,24664.28,15247.78,9197.48,219.02,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-06-21",1.17,78272.57,91578.9069,3906.0918,52390.0845,7175.1888,3338.54,44777.85,6132.64,24023.54,15669.16,7104.77,1249.61,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-06-14",1.07,82364.21,88129.7047,2398.8758,54471.2069,3820.2745,2241.94,50907.67,3570.35,25644.25,15803.53,9422.58,418.14,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-06-07",1.01,98865.51,99854.1651,8227.056,63025.2726,4585.7535,8145.6,62401.26,4540.35,23778.3,12423.77,10432.41,922.12,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-05-31",1,92345.33,92345.33,7195.55,58910.38,1622.81,7195.55,58910.38,1622.81,24616.59,11607.93,12647.23,361.43,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-05-24",1.05,79567.66,83546.043,2710.3755,58799.811,1697.4825,2581.31,55999.82,1616.65,19369.88,10358.52,8634.83,376.53,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-05-17",1.2,73537.14,88244.568,2537.976,58068.444,5684.556,2114.98,48390.37,4737.13,18294.66,8983.07,8235.74,1075.85,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-05-10",1.1,85446.43,93991.073,2506.24,66243.749,667.183,2278.4,60221.59,606.53,22339.91,9533.88,12740.14,65.89,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-05-03",1.03,95550.51,98417.0253,2092.6304,68275.1362,2720.9922,2031.68,66286.54,2641.74,24590.55,8761.52,15348.83,480.2,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-04-26",1.21,65742.4,79548.304,2504.7726,51052.6346,3364.5623,2070.06,42192.26,2780.63,18699.45,9812.43,8286.28,600.74,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-04-19",1.01,95959.08,96918.6708,2134.8976,63217.1827,5394.9352,2113.76,62591.27,5341.52,25912.53,19572.82,5205.38,1134.33,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-04-12",0.97,88236.19,85589.1043,2678.9169,59881.9703,330.7506,2761.77,61733.99,340.98,23399.45,19990.04,3351.93,57.48,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-04-05",1.08,75626.3,81676.404,1979.9748,53884.5912,610.9452,1833.31,49893.14,565.69,23334.16,15903.95,7424.19,6.02,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-03-29",1,93802.08,93802.08,2639.24,64264.48,1117,2639.24,64264.48,1117,25781.36,22498.91,3113.19,169.26,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-03-22",0.99,95101.27,94150.2573,2439.4194,62150.5566,7400.9034,2464.06,62778.34,7475.66,22383.21,7992.82,12576.61,1813.78,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-03-15",1.21,56870.1,68812.821,2432.2694,44264.9581,1566.0546,2010.14,36582.61,1294.26,16983.09,9906.76,6777.06,299.27,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-03-08",1.18,62728.85,74020.043,3277.1786,45330.1012,1905.9006,2777.27,38415.34,1615.17,19921.07,11944.24,7667.38,309.45,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-03-01",1.02,78626.99,80199.5298,1584.9066,54221.9964,7047.3126,1553.83,53158.82,6909.13,17005.21,7537.07,7839.58,1628.56,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-02-22",1.01,107443.35,108517.7835,3153.8361,78088.3621,1230.0083,3122.61,77315.21,1217.83,25787.7,9789.94,15762.59,235.17,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
"2015-02-15",1.13,80537.77,91007.6801,4342.8386,57049.519,1575.4121,3843.22,50486.3,1394.17,24814.08,11567.45,12926.67,319.96,"conventional",2015,"Louisville","Louisville","KY","USA",38.328732,-85.764771
